name,nachname,email,alter,contract_type,abschlag,durchschnittVerbrauch,basisBetrag,,kWhPreis
Meyer,Klein,hoffmann.lenz@test.com,69,STROM,192.67,4655.98,29.37,0.21
Meyer,Klein,hoffmann.lenz@test.com,69,GAS,95.79,1752.86,18.83,0.3
Becker,Maier,meyer.mia@example.com,22,GAS,172.14,4476.73,39.18,0.38
Becker,Maier,meyer.mia@example.com,22,STROM,150.47,1513.17,32.71,0.2
Becker,Maier,meyer.mia@example.com,22,STROM,83.12,1871.21,6.36,0.33
Christine,Neumann,wolfgang.neumann@domain.com,37,STROM,24.4,2662.65,37.34,0.25
Christine,Neumann,wolfgang.neumann@domain.com,37,STROM,73.76,4045.69,8.61,0.46
Wolfgang,Laura,fischer.lisa@test.com,42,GAS,74.27,2239.58,31.54,0.34
Hoffmann,Anna,fischer.laura@test.com,80,STROM,29.19,1243.61,5.25,0.45
Fischer,Lea,schulz.anna@example.com,70,GAS,72.11,1638.35,45.68,0.42
Fischer,Lea,schulz.anna@example.com,70,GAS,154.88,1069.04,18.75,0.35
Becker,Lisa,schulz.maier@domain.com,76,GAS,168.13,1170.62,15.75,0.49
Fischer,Krüger,weber.lenz@test.com,63,STROM,113.9,3070.58,19.31,0.3
Fischer,Krüger,weber.lenz@test.com,63,GAS,82.24,1761.02,36.1,0.33
Wolfgang,Laura,daniel.schröder@example.com,57,STROM,117.04,4165.67,32.42,0.36
Wolfgang,Laura,daniel.schröder@example.com,57,STROM,42.93,4148.58,9.76,0.41
Thomas,Lea,weber.lisa@example.com,69,GAS,134.73,1107.95,18.99,0.45
Thomas,Lea,weber.lisa@example.com,69,GAS,172.87,3210.35,44.5,0.36
Thomas,Lea,weber.lisa@example.com,69,GAS,169.92,4641.41,14.75,0.47
Christine,Schröder,fischer.lea@test.com,73,STROM,106.29,3334.39,15.57,0.38
Christine,Schröder,fischer.lea@test.com,73,GAS,33.41,4654.74,11.19,0.45
Andreas,Emma,thomas.lisa@test.com,58,GAS,170.5,1757.76,26.65,0.23
Andreas,Emma,thomas.lisa@test.com,58,STROM,52.07,2838.37,23.95,0.44
Thomas,Böhm,peter.neumann@test.com,48,GAS,32.26,4891.36,42.61,0.45
Thomas,Böhm,peter.neumann@test.com,48,GAS,170.04,3208.56,35.96,0.39
Klaus,Mia,weber.lenz@domain.com,76,GAS,52.47,3705.92,28.49,0.43
Klaus,Mia,weber.lenz@domain.com,76,STROM,198.49,1776.44,24.44,0.3
Klaus,Mia,weber.lenz@domain.com,76,GAS,146.9,3628.21,38.34,0.32
Andreas,Laura,becker.klein@example.com,31,GAS,191.02,3172.49,13.33,0.22
Andreas,Laura,becker.klein@example.com,31,STROM,117.16,3407.61,17.64,0.28
Schulz,Klein,schulz.böhm@test.com,30,GAS,89.51,4584.61,41.67,0.43
Schulz,Klein,schulz.böhm@test.com,30,GAS,178.7,4345.07,48.24,0.26
Michael,Krüger,meyer.marie@test.com,32,GAS,28.93,4023.49,14.58,0.29
Meyer,Schröder,christine.schröder@example.com,19,STROM,74.34,1215.07,8.69,0.23
Meyer,Schröder,christine.schröder@example.com,19,GAS,193.5,1567.85,35.49,0.25
Meyer,Schröder,christine.schröder@example.com,19,GAS,27.97,4302.29,32.84,0.37
Fischer,Hartmann,,85,STROM,163.03,3024.01,38.73,0.32
Fischer,Hartmann,,85,GAS,44.78,4232.08,31.86,0.39
Hoffmann,Lenz,schulz.anna@example.com,41,GAS,30.9,4938.76,20.79,0.28
Hoffmann,Lenz,schulz.anna@example.com,41,STROM,103.73,1819.24,45.31,0.43
Christine,Maier,,33,GAS,82.81,4006.79,40.63,0.41
Christine,Maier,,33,STROM,156.27,2152.99,42.92,0.33
Schneider,Krüger,daniel.lea@example.com,25,STROM,40.66,1713.41,29.72,0.4
Schneider,Krüger,daniel.lea@example.com,25,GAS,34.9,2091.06,5.51,0.28
Schneider,Krüger,daniel.lea@example.com,25,STROM,21.06,2053.19,48.43,0.33
Weber,Emma,hoffmann.hartmann@example.com,78,GAS,158.1,4560.05,24.07,0.46
Weber,Emma,hoffmann.hartmann@example.com,78,GAS,65.06,4756.09,21.02,0.29
Meyer,Walter,,62,STROM,103.33,1029.73,15.44,0.5
Becker,Neumann,peter.lea@example.com,20,GAS,61.31,3291.62,30.31,0.42
Becker,Neumann,peter.lea@example.com,20,STROM,21.86,4624.48,5.1,0.3
Schneider,Hartmann,peter.lenz@test.com,18,GAS,30.68,1203.34,33.36,0.28
Schulz,Laura,daniel.neumann@test.com,61,GAS,42.93,2650.79,34.1,0.22
Schulz,Laura,daniel.neumann@test.com,61,STROM,124.18,3111.08,28.25,0.2
Schulz,Laura,daniel.neumann@test.com,61,GAS,99.45,2579.92,11.08,0.2
Meyer,Laura,thomas.böhm@domain.com,84,GAS,37.68,3672.84,24.85,0.49
Meyer,Laura,thomas.böhm@domain.com,84,GAS,148.46,2051.05,37.61,0.3
Michael,Zimmermann,thomas.laura@domain.com,50,STROM,142.8,3738.67,15.7,0.26
Daniel,Lea,klaus.lenz@domain.com,32,STROM,146.5,4153.87,30.01,0.48
Wagner,Laura,müller.schröder@example.com,86,STROM,152.17,4239.61,10.44,0.22
Wagner,Laura,müller.schröder@example.com,86,STROM,75.27,4652.77,31.83,0.33
Wagner,Laura,müller.schröder@example.com,86,GAS,112.09,2354.36,15.83,0.44
Hoffmann,Schröder,peter.zimmermann@test.com,21,STROM,163.12,1400.34,13.96,0.38
Hoffmann,Schröder,peter.zimmermann@test.com,21,STROM,47.03,1941.08,13.49,0.45
Wolfgang,Emma,michael.klein@test.com,70,STROM,172.29,3531.63,20.24,0.43
Wolfgang,Emma,michael.klein@test.com,70,GAS,137.94,3294.3,6.85,0.46
Klaus,Anna,klaus.lisa@test.com,65,STROM,75.76,4751.89,47.98,0.3
Klaus,Anna,klaus.lisa@test.com,65,GAS,158.7,4977.01,26.04,0.23
Christine,Julia,daniel.julia@domain.com,24,GAS,104.28,4932.21,20.98,0.23
Katharina,Laura,hoffmann.hartmann@example.com,34,GAS,114.78,1961.63,13.36,0.33
Klaus,Maier,andreas.hartmann@test.com,30,STROM,143.87,4948.57,17.08,0.35
Klaus,Maier,andreas.hartmann@test.com,30,STROM,121.77,2535.37,6.32,0.38
Schneider,Walter,andreas.marie@domain.com,50,STROM,178.63,2695.87,37.73,0.25
Schneider,Walter,andreas.marie@domain.com,50,GAS,72.91,2924.04,24.0,0.38
Schneider,Walter,andreas.marie@domain.com,50,GAS,89.91,2265.83,47.65,0.26
Weber,Maier,schulz.lena@test.com,90,GAS,48.73,1094.7,38.82,0.39
Schulz,Sophie,hoffmann.klein@domain.com,58,GAS,136.25,3192.03,6.76,0.36
Schulz,Sophie,hoffmann.klein@domain.com,58,GAS,126.57,3913.78,7.59,0.3
Schulz,Sophie,hoffmann.klein@domain.com,58,GAS,72.28,1091.66,19.91,0.36
Schulz,Mia,andreas.maier@example.com,58,STROM,146.63,2213.3,11.25,0.42
Becker,Lenz,thomas.lenz@domain.com,24,GAS,173.01,1542.99,8.91,0.26
Becker,Lenz,thomas.lenz@domain.com,24,STROM,46.33,1551.16,16.21,0.49
Thomas,Hartmann,michael.sophie@example.com,72,STROM,36.0,1284.08,32.25,0.32
Thomas,Hartmann,michael.sophie@example.com,72,GAS,167.88,4844.22,13.87,0.28
Thomas,Hartmann,michael.sophie@example.com,72,GAS,145.58,2939.37,17.48,0.43
Schulz,Maier,katharina.neumann@example.com,82,STROM,33.81,3552.56,20.17,0.4
Schulz,Maier,katharina.neumann@example.com,82,GAS,171.62,3541.01,27.39,0.5
Schulz,Maier,katharina.neumann@example.com,82,GAS,162.83,2916.4,10.62,0.43
Wagner,Klein,andreas.laura@test.com,32,STROM,187.41,4002.82,5.3,0.22
Wagner,Klein,andreas.laura@test.com,32,STROM,89.12,3184.12,37.19,0.39
Schmidt,Lenz,peter.zimmermann@example.com,49,GAS,133.38,1024.46,48.03,0.23
Schmidt,Marie,schmidt.böhm@example.com,72,GAS,189.29,2643.21,7.43,0.39
Andreas,Anna,andreas.krüger@example.com,71,GAS,161.03,4725.28,40.35,0.41
Andreas,Anna,andreas.krüger@example.com,71,GAS,81.57,2392.15,8.0,0.3
Andreas,Anna,andreas.krüger@example.com,71,STROM,111.81,4141.76,44.99,0.39
Schmidt,Schröder,michael.lena@example.com,49,STROM,137.41,4531.04,45.46,0.22
Schmidt,Schröder,michael.lena@example.com,49,STROM,123.05,2845.57,21.55,0.28
Katharina,Julia,klaus.anna@domain.com,38,STROM,136.74,2599.34,10.12,0.38
Katharina,Julia,klaus.anna@domain.com,38,STROM,60.56,1290.69,36.61,0.21
Katharina,Julia,klaus.anna@domain.com,38,GAS,165.13,2664.87,28.82,0.21
Christine,Schröder,andreas.anna@test.com,37,GAS,163.1,2208.22,37.36,0.27
Weber,Maier,schulz.walter@example.com,78,GAS,129.45,4939.72,48.62,0.4
Weber,Maier,schulz.walter@example.com,78,STROM,20.78,1145.05,24.34,0.28
Weber,Maier,schulz.walter@example.com,78,STROM,130.16,4531.52,25.81,0.4
Peter,Emma,schneider.walter@domain.com,51,STROM,195.26,2005.06,5.78,0.24
Peter,Emma,schneider.walter@domain.com,51,STROM,183.2,2672.8,46.79,0.42
Müller,Neumann,meyer.krüger@test.com,51,STROM,61.65,1050.07,11.97,0.42
Müller,Neumann,meyer.krüger@test.com,51,GAS,98.77,4581.51,26.1,0.4
Müller,Neumann,meyer.krüger@test.com,51,GAS,96.29,3248.94,40.01,0.41
Wolfgang,Krüger,katharina.lisa@example.com,77,STROM,105.29,4293.38,6.16,0.27
Wolfgang,Krüger,katharina.lisa@example.com,77,STROM,66.64,3796.01,9.66,0.39
Wagner,Walter,schneider.schröder@example.com,29,GAS,152.58,3826.51,43.31,0.28
Wagner,Walter,schneider.schröder@example.com,29,GAS,46.74,1422.17,43.74,0.39
Wagner,Walter,schneider.schröder@example.com,29,STROM,49.6,2982.43,39.13,0.36
Michael,Neumann,klaus.emma@domain.com,70,GAS,194.08,3062.94,12.48,0.25
Michael,Neumann,klaus.emma@domain.com,70,GAS,95.81,4016.64,32.35,0.45
Weber,Klein,daniel.lea@domain.com,77,GAS,196.01,3764.06,21.56,0.23
Weber,Klein,daniel.lea@domain.com,77,STROM,104.89,1449.62,35.91,0.38
Schulz,Lisa,schneider.lisa@test.com,27,GAS,131.72,2587.3,35.99,0.22
Daniel,Marie,weber.anna@example.com,48,GAS,177.76,2183.79,25.95,0.27
Daniel,Marie,weber.anna@example.com,48,STROM,153.38,1511.17,35.26,0.4
Fischer,Maier,schmidt.julia@domain.com,82,GAS,79.74,2338.38,6.28,0.22
Sarah,Julia,daniel.anna@domain.com,49,GAS,47.54,2604.48,27.48,0.28
Schmidt,Lena,hoffmann.mia@example.com,62,GAS,40.87,3585.61,10.7,0.38
Wolfgang,Walter,müller.marie@test.com,61,STROM,28.23,2642.98,26.71,0.24
Wolfgang,Walter,müller.marie@test.com,61,STROM,85.55,4449.58,45.5,0.49
Peter,Hartmann,peter.mia@example.com,29,STROM,169.61,4663.13,10.69,0.47
Peter,Hartmann,peter.mia@example.com,29,STROM,116.42,3243.33,34.56,0.45
Hoffmann,Lisa,becker.zimmermann@example.com,42,STROM,36.82,3825.95,6.82,0.39
Hoffmann,Lisa,becker.zimmermann@example.com,42,GAS,123.11,3113.07,41.51,0.37
Hoffmann,Lisa,becker.zimmermann@example.com,42,GAS,33.91,2449.79,10.66,0.48
Schmidt,Maier,sarah.klein@domain.com,64,GAS,29.25,1305.16,40.91,0.29
Schmidt,Maier,sarah.klein@domain.com,64,GAS,143.14,2827.66,21.96,0.44
Daniel,Böhm,meyer.klein@example.com,80,STROM,34.54,2002.3,38.42,0.4
Daniel,Böhm,meyer.klein@example.com,80,GAS,36.51,3971.22,37.87,0.4
Daniel,Böhm,meyer.klein@example.com,80,STROM,175.84,4598.71,49.43,0.42
Schmidt,Laura,klaus.sophie@example.com,79,STROM,150.73,4263.08,5.82,0.37
Schmidt,Laura,klaus.sophie@example.com,79,GAS,117.77,1893.15,30.25,0.32
Christine,Schröder,schneider.zimmermann@domain.com,63,GAS,99.41,4620.55,9.54,0.48
Christine,Schröder,schneider.zimmermann@domain.com,63,GAS,108.31,1492.26,25.51,0.33
Michael,Lisa,andreas.lisa@domain.com,76,GAS,143.92,3276.91,16.54,0.32
Wolfgang,Lisa,thomas.schröder@test.com,21,STROM,27.24,2725.05,33.03,0.41
Andreas,Mia,,75,GAS,117.26,2445.92,36.76,0.27
Andreas,Mia,,75,STROM,91.89,4414.4,41.75,0.38
Andreas,Mia,,75,GAS,127.35,3871.43,10.86,0.49
Klaus,Klein,hoffmann.klein@test.com,89,GAS,94.01,4011.49,40.73,0.28
Klaus,Klein,hoffmann.klein@test.com,89,GAS,139.05,2626.58,26.78,0.48
Becker,Lena,wagner.emma@test.com,79,GAS,88.56,1282.7,18.09,0.31
Becker,Lena,wagner.emma@test.com,79,GAS,46.5,4568.98,49.59,0.39
Schulz,Zimmermann,hoffmann.anna@example.com,29,GAS,65.7,2703.71,36.46,0.29
Wolfgang,Walter,weber.hartmann@test.com,86,STROM,64.97,2470.03,37.18,0.32
Katharina,Lena,hoffmann.lea@example.com,29,STROM,41.27,2191.9,12.36,0.37
Katharina,Lena,hoffmann.lea@example.com,29,GAS,63.28,2600.94,20.17,0.3
Hoffmann,Schröder,hoffmann.marie@example.com,88,GAS,21.23,4935.75,31.97,0.48
Hoffmann,Schröder,hoffmann.marie@example.com,88,GAS,78.49,2668.78,47.21,0.38
Hoffmann,Schröder,hoffmann.marie@example.com,88,STROM,98.27,1705.52,7.58,0.4
Christine,Walter,,35,STROM,33.53,2973.98,28.33,0.47
Christine,Walter,,35,STROM,181.06,3279.9,17.42,0.21
Christine,Walter,,35,STROM,110.05,2438.88,49.69,0.34
Schulz,Anna,fischer.lea@example.com,83,STROM,166.6,3843.01,18.86,0.42
Schulz,Anna,fischer.lea@example.com,83,GAS,112.25,2811.76,25.98,0.44
Schulz,Anna,fischer.lea@example.com,83,GAS,139.1,3993.33,48.72,0.4
Müller,Laura,klaus.krüger@domain.com,19,STROM,121.0,4930.44,20.2,0.29
Christine,Lisa,,26,GAS,84.13,1422.33,25.58,0.39
Christine,Lisa,,26,STROM,86.8,3730.49,36.68,0.2
Christine,Lena,thomas.walter@domain.com,39,STROM,136.49,2522.41,21.87,0.36
Christine,Lena,thomas.walter@domain.com,39,STROM,185.28,2063.04,14.86,0.24
Schneider,Lenz,schulz.lea@test.com,86,GAS,148.89,4946.25,39.01,0.23
Schneider,Lenz,schulz.lea@test.com,86,GAS,174.27,4562.48,29.61,0.29
Michael,Maier,meyer.maier@example.com,71,STROM,63.79,4193.14,21.66,0.37
Andreas,Krüger,wagner.lena@test.com,23,GAS,117.36,3384.94,45.73,0.38
Andreas,Krüger,wagner.lena@test.com,23,STROM,127.14,1138.65,8.43,0.43
Andreas,Krüger,wagner.lena@test.com,23,STROM,46.01,4269.24,15.72,0.35
Fischer,Lenz,klaus.klein@domain.com,90,STROM,56.13,2812.31,42.48,0.29
Weber,Marie,,68,STROM,114.4,2789.16,43.59,0.4
Weber,Marie,,68,GAS,161.96,1345.06,11.75,0.27
Daniel,Julia,schulz.lena@domain.com,36,GAS,76.72,3290.11,23.67,0.43
Daniel,Julia,schulz.lena@domain.com,36,GAS,137.52,3988.02,27.49,0.5
Becker,Lena,,82,GAS,131.14,2278.5,42.66,0.36
Becker,Lena,,82,GAS,43.01,2526.11,48.18,0.38
Daniel,Hartmann,peter.lea@example.com,46,GAS,25.22,2475.05,14.3,0.36
Peter,Lena,christine.schröder@test.com,61,STROM,161.93,3315.26,20.58,0.38
Peter,Lena,christine.schröder@test.com,61,STROM,162.3,4279.89,9.09,0.42
Peter,Lena,christine.schröder@test.com,61,GAS,149.47,4664.69,38.97,0.3
Katharina,Lena,wolfgang.neumann@example.com,34,STROM,155.1,2648.01,40.78,0.26
Daniel,Lisa,becker.zimmermann@domain.com,24,STROM,177.72,2679.95,15.64,0.4
Daniel,Lisa,becker.zimmermann@domain.com,24,GAS,80.33,3804.49,47.39,0.47
Daniel,Lisa,becker.zimmermann@domain.com,24,STROM,181.41,2526.1,39.16,0.31
Sarah,Mia,daniel.schröder@example.com,36,GAS,23.84,4141.98,33.15,0.43
Sarah,Mia,daniel.schröder@example.com,36,STROM,34.73,3982.01,26.55,0.36
Peter,Lenz,meyer.böhm@domain.com,21,STROM,137.28,2976.37,13.82,0.43
Wolfgang,Maier,meyer.lea@example.com,49,GAS,72.26,4893.8,26.77,0.4
Hoffmann,Neumann,peter.mia@domain.com,85,STROM,123.01,3863.5,29.3,0.22
Schneider,Klein,müller.sophie@domain.com,20,GAS,189.74,2475.62,43.04,0.27
Schneider,Klein,müller.sophie@domain.com,20,STROM,34.14,3209.72,13.63,0.46
Schneider,Klein,müller.sophie@domain.com,20,STROM,96.23,4547.58,19.02,0.43
Thomas,Marie,wolfgang.anna@domain.com,70,STROM,47.38,3708.56,7.53,0.46
Thomas,Marie,wolfgang.anna@domain.com,70,GAS,85.89,3085.91,25.6,0.49
Thomas,Marie,wolfgang.anna@domain.com,70,GAS,71.67,1172.81,12.72,0.42
Meyer,Emma,schulz.sophie@test.com,21,STROM,184.59,4390.38,43.56,0.22
Wolfgang,Sophie,peter.mia@test.com,79,GAS,133.86,3616.76,31.19,0.37
Wolfgang,Sophie,peter.mia@test.com,79,GAS,48.46,4298.85,42.55,0.45
Wolfgang,Lea,wolfgang.walter@test.com,46,STROM,86.26,3809.91,19.08,0.35
Wolfgang,Lea,wolfgang.walter@test.com,46,GAS,165.84,2615.43,40.85,0.24
Wolfgang,Lea,wolfgang.walter@test.com,46,GAS,112.77,3366.29,35.94,0.42
Peter,Lisa,michael.mia@example.com,74,STROM,133.98,2441.45,25.25,0.39
Schneider,Sophie,thomas.sophie@test.com,54,GAS,109.24,4688.02,24.0,0.34
Peter,Zimmermann,becker.emma@example.com,39,STROM,75.94,3015.1,13.18,0.34
Peter,Zimmermann,becker.emma@example.com,39,STROM,148.98,2475.12,49.04,0.48
Peter,Zimmermann,becker.emma@example.com,39,STROM,96.41,3323.33,25.67,0.49
Thomas,Anna,andreas.krüger@example.com,39,STROM,75.45,2772.96,36.04,0.32
Thomas,Maier,wolfgang.mia@test.com,85,STROM,44.81,2276.69,37.62,0.31
Thomas,Maier,wolfgang.mia@test.com,85,GAS,96.8,3148.82,37.02,0.26
Thomas,Maier,wolfgang.mia@test.com,85,STROM,130.27,3210.2,9.32,0.32
Schulz,Böhm,peter.anna@example.com,90,STROM,145.63,2973.43,49.67,0.32
Schulz,Böhm,peter.anna@example.com,90,STROM,192.28,3268.75,45.92,0.2
Michael,Mia,michael.neumann@example.com,39,GAS,93.93,4584.24,32.89,0.39
Michael,Mia,michael.neumann@example.com,39,STROM,130.52,3517.86,48.51,0.45
Michael,Mia,michael.neumann@example.com,39,STROM,159.66,3428.77,21.85,0.49
Becker,Klein,müller.zimmermann@example.com,84,STROM,100.45,4151.53,36.8,0.29
Becker,Klein,müller.zimmermann@example.com,84,GAS,154.02,3079.4,19.05,0.4
Müller,Hartmann,meyer.lisa@example.com,64,STROM,141.66,3520.9,11.69,0.29
Müller,Hartmann,meyer.lisa@example.com,64,GAS,141.16,2882.4,24.44,0.49
Meyer,Schröder,fischer.neumann@example.com,66,GAS,108.95,2789.37,24.21,0.35
Meyer,Schröder,fischer.neumann@example.com,66,GAS,44.46,1884.0,29.07,0.5
Meyer,Schröder,fischer.neumann@example.com,66,GAS,144.16,2475.93,40.8,0.44
Müller,Laura,weber.böhm@example.com,55,STROM,97.02,1360.41,5.61,0.44
Müller,Laura,weber.böhm@example.com,55,STROM,157.11,2940.03,36.6,0.31
Wagner,Klein,wolfgang.julia@test.com,22,STROM,111.91,2431.58,33.4,0.46
Wagner,Klein,wolfgang.julia@test.com,22,GAS,101.4,1331.0,41.67,0.36
Wagner,Klein,wolfgang.julia@test.com,22,STROM,163.68,1393.65,18.55,0.46
Weber,Laura,christine.klein@test.com,90,STROM,28.95,2973.25,22.32,0.36
Christine,Lea,daniel.lisa@domain.com,18,STROM,23.18,4735.58,33.05,0.3
Christine,Lea,daniel.lisa@domain.com,18,GAS,85.99,3807.64,20.81,0.23
Sarah,Julia,daniel.krüger@domain.com,46,GAS,108.43,4125.69,5.37,0.32
Sarah,Julia,daniel.krüger@domain.com,46,STROM,27.31,4756.37,8.73,0.29
Müller,Anna,becker.böhm@example.com,54,GAS,99.09,1360.96,15.59,0.48
Wagner,Sophie,katharina.hartmann@example.com,79,STROM,109.56,4049.44,14.92,0.28
Wagner,Sophie,katharina.hartmann@example.com,79,GAS,185.04,2887.38,34.21,0.22
Wagner,Sophie,katharina.hartmann@example.com,79,STROM,161.05,4498.42,24.37,0.48
Weber,Lea,becker.emma@test.com,81,GAS,70.28,4663.07,10.51,0.43
Weber,Lea,becker.emma@test.com,81,GAS,37.91,3250.45,36.51,0.27
Weber,Lea,becker.emma@test.com,81,STROM,42.54,1850.97,20.81,0.33
Klaus,Mia,thomas.lisa@domain.com,40,STROM,116.35,1779.37,25.08,0.35
Klaus,Mia,thomas.lisa@domain.com,40,STROM,49.0,2689.87,14.69,0.34
Klaus,Mia,thomas.lisa@domain.com,40,GAS,184.95,1456.99,42.64,0.37
Katharina,Neumann,schulz.lenz@test.com,33,GAS,41.23,4910.16,25.78,0.4
Katharina,Neumann,schulz.lenz@test.com,33,GAS,60.26,3252.03,21.73,0.49
Katharina,Neumann,schulz.lenz@test.com,33,STROM,57.82,1964.75,8.65,0.23
Weber,Klein,daniel.krüger@example.com,78,GAS,183.23,4196.03,33.75,0.42
Weber,Klein,daniel.krüger@example.com,78,GAS,54.9,3388.61,7.79,0.23
Fischer,Neumann,wolfgang.emma@example.com,59,GAS,162.2,2648.14,47.95,0.3
Fischer,Neumann,wolfgang.emma@example.com,59,GAS,51.77,3591.81,40.07,0.28
Katharina,Lenz,schneider.neumann@example.com,80,GAS,41.39,1931.09,15.81,0.35
Katharina,Lenz,schneider.neumann@example.com,80,GAS,69.44,3726.86,13.14,0.44
Katharina,Lenz,schneider.neumann@example.com,80,GAS,141.34,2204.22,36.99,0.31
Becker,Emma,schmidt.anna@test.com,21,GAS,173.9,1481.06,22.86,0.49
Becker,Emma,schmidt.anna@test.com,21,GAS,32.26,2849.18,18.46,0.41
Becker,Emma,schmidt.anna@test.com,21,STROM,121.28,3105.66,48.5,0.38
Michael,Anna,fischer.lena@domain.com,19,STROM,47.66,1993.87,35.29,0.45
Michael,Anna,fischer.lena@domain.com,19,GAS,37.08,1440.75,33.44,0.42
Michael,Anna,fischer.lena@domain.com,19,STROM,97.76,4573.1,47.01,0.33
Weber,Böhm,katharina.anna@test.com,52,STROM,148.95,2940.07,17.71,0.26
Katharina,Zimmermann,michael.hartmann@test.com,88,STROM,123.06,4677.93,38.71,0.3
Katharina,Zimmermann,michael.hartmann@test.com,88,STROM,53.3,3029.5,11.85,0.28
Michael,Maier,sarah.walter@example.com,66,GAS,199.11,4298.58,11.93,0.24
Michael,Maier,sarah.walter@example.com,66,STROM,60.11,3966.37,42.49,0.26
Schmidt,Walter,meyer.schröder@example.com,61,GAS,178.11,3272.86,27.17,0.49
Schmidt,Walter,meyer.schröder@example.com,61,STROM,57.79,1557.19,31.18,0.23
Fischer,Mia,meyer.hartmann@domain.com,40,GAS,61.05,4690.61,25.21,0.32
Meyer,Lena,klaus.laura@domain.com,52,STROM,149.15,3542.18,5.3,0.41
Meyer,Lena,klaus.laura@domain.com,52,STROM,108.46,2780.81,49.36,0.29
Meyer,Lena,klaus.laura@domain.com,52,GAS,48.61,1213.8,24.71,0.22
Christine,Walter,wolfgang.maier@test.com,27,STROM,20.04,2410.43,12.09,0.43
Katharina,Sophie,müller.lisa@domain.com,46,GAS,33.72,3889.31,48.37,0.25
Katharina,Sophie,müller.lisa@domain.com,46,GAS,140.18,4272.73,31.08,0.42
Katharina,Sophie,müller.lisa@domain.com,46,GAS,61.34,3169.67,27.73,0.41
Daniel,Lisa,hoffmann.maier@example.com,27,STROM,107.98,1034.54,23.97,0.26
Daniel,Lisa,hoffmann.maier@example.com,27,GAS,136.95,3899.9,41.44,0.21
Daniel,Mia,meyer.lena@domain.com,40,STROM,154.58,4796.5,44.7,0.4
Sarah,Lenz,thomas.neumann@test.com,47,STROM,118.67,1853.34,32.39,0.35
Sarah,Lenz,thomas.neumann@test.com,47,GAS,44.92,2321.42,44.16,0.4
Sarah,Lenz,thomas.neumann@test.com,47,STROM,39.81,4279.37,43.86,0.26
Katharina,Laura,sarah.lenz@example.com,61,GAS,80.28,4761.73,6.54,0.47
Katharina,Laura,sarah.lenz@example.com,61,GAS,173.47,1924.96,44.15,0.32
Katharina,Laura,sarah.lenz@example.com,61,GAS,176.97,3131.45,40.59,0.27
Schulz,Marie,wagner.lea@domain.com,71,GAS,32.09,3262.11,34.38,0.38
Schulz,Marie,wagner.lea@domain.com,71,STROM,176.68,4084.7,31.17,0.29
Schulz,Marie,wagner.lea@domain.com,71,GAS,34.6,2558.39,31.48,0.43
Katharina,Klein,christine.maier@example.com,42,GAS,51.26,1267.14,32.31,0.4
Fischer,Lisa,thomas.julia@example.com,90,GAS,123.49,2605.28,23.74,0.41
Michael,Emma,katharina.mia@test.com,63,STROM,164.55,2214.98,42.7,0.2
Michael,Emma,katharina.mia@test.com,63,STROM,35.83,4638.04,12.65,0.36
Michael,Emma,katharina.mia@test.com,63,GAS,83.95,1656.63,31.15,0.48
Hoffmann,Lisa,wagner.mia@example.com,23,STROM,159.27,3637.01,36.82,0.21
Hoffmann,Lisa,wagner.mia@example.com,23,GAS,142.06,3550.4,42.1,0.36
Hoffmann,Lisa,wagner.mia@example.com,23,GAS,147.39,1103.57,17.63,0.27
Klaus,Klein,thomas.lenz@example.com,72,GAS,116.15,1377.61,42.91,0.32
Klaus,Klein,thomas.lenz@example.com,72,GAS,40.49,4852.35,43.95,0.27
Klaus,Klein,thomas.lenz@example.com,72,GAS,99.94,4215.78,8.2,0.46
Michael,Neumann,wolfgang.lea@example.com,53,STROM,183.14,3042.34,42.44,0.25
Michael,Neumann,wolfgang.lea@example.com,53,STROM,58.3,2913.45,9.97,0.25
Michael,Neumann,wolfgang.lea@example.com,53,STROM,80.25,3000.46,26.76,0.29
Christine,Zimmermann,michael.marie@example.com,37,GAS,133.83,1061.34,30.92,0.48
Andreas,Klein,fischer.krüger@example.com,70,STROM,111.88,2882.73,21.96,0.28
Sarah,Klein,michael.marie@test.com,39,GAS,72.76,3453.73,21.13,0.21
Daniel,Hartmann,weber.walter@domain.com,33,GAS,191.13,2326.07,30.9,0.46
Daniel,Hartmann,weber.walter@domain.com,33,GAS,66.58,4732.64,13.29,0.47
Daniel,Hartmann,weber.walter@domain.com,33,GAS,167.42,4524.53,46.15,0.26
Schmidt,Maier,katharina.laura@test.com,80,GAS,94.36,2825.88,11.11,0.48
Schmidt,Maier,katharina.laura@test.com,80,STROM,69.36,1954.14,12.64,0.32
Wolfgang,Hartmann,,59,GAS,114.65,2291.42,14.2,0.42
Wolfgang,Hartmann,,59,STROM,154.36,4898.16,21.36,0.34
Wolfgang,Hartmann,,59,GAS,47.43,4109.93,29.63,0.3
Schmidt,Klein,klaus.lenz@test.com,21,GAS,37.83,2768.0,35.22,0.32
Peter,Krüger,,78,STROM,127.78,3929.23,12.4,0.26
Müller,Zimmermann,christine.hartmann@example.com,56,GAS,98.25,3334.35,42.98,0.21
Müller,Zimmermann,christine.hartmann@example.com,56,STROM,167.53,1925.88,32.83,0.4
Müller,Zimmermann,christine.hartmann@example.com,56,STROM,139.73,2810.74,25.04,0.46
Christine,Lenz,christine.maier@domain.com,56,STROM,103.2,1342.56,28.95,0.26
